Codes,Names,violence_year_minus_3,violence_year_minus_2,violence_year_minus_1,violence_now,violence_2012
E01000587,Brent 001A,15,24,14,15,16
E01000588,Brent 002E,45,75,56,45,36
E01000589,Brent 001B,22,28,42,21,18
E01000590,Brent 001C,8,20,12,12,18
E01000591,Brent 003F,39,46,39,60,47
E01000592,Brent 001D,14,23,28,29,18
E01000593,Brent 001E,15,23,28,15,20
E01000594,Brent 001F,28,48,26,36,31
E01000595,Brent 027A,26,44,50,48,32
E01000596,Brent 021A,30,48,50,44,37
E01000597,Brent 027B,40,42,45,41,20
E01000598,Brent 027C,26,27,24,38,30
E01000599,Brent 027D,30,36,40,41,22
E01000600,Brent 027E,116,117,111,126,96
E01000601,Brent 021B,89,92,94,107,76
E01000602,Brent 021C,14,32,40,40,30
E01000603,Brent 021D,23,40,25,20,25
E01000604,Brent 021E,32,43,29,31,22
E01000605,Brent 021F,30,42,34,26,30
E01000606,Brent 016B,15,30,20,26,19
E01000607,Brent 013C,20,14,14,19,11
E01000608,Brent 013D,60,66,76,94,69
E01000609,Brent 016C,23,33,42,31,24
E01000610,Brent 019A,31,24,31,17,28
E01000611,Brent 016D,18,31,20,25,17
E01000612,Brent 019B,9,27,17,22,28
E01000613,Brent 013E,11,30,27,30,27
E01000614,Brent 017A,72,138,96,154,166
E01000615,Brent 017B,68,55,54,57,40
E01000616,Brent 020A,30,18,16,31,29
E01000617,Brent 017C,37,37,38,31,30
E01000618,Brent 017D,13,18,18,37,20
E01000619,Brent 017E,14,12,11,26,8
E01000620,Brent 020B,15,25,22,35,18
E01000621,Brent 020C,37,50,44,39,48
E01000622,Brent 010D,26,14,17,16,21
E01000623,Brent 005C,44,28,35,24,33
E01000624,Brent 005D,17,25,21,17,14
E01000625,Brent 009E,20,22,27,17,28
E01000626,Brent 010E,39,36,37,32,28
E01000627,Brent 014E,42,28,62,53,52
E01000628,Brent 014F,38,51,38,52,47
E01000629,Brent 005E,32,17,22,29,27
E01000630,Brent 026E,62,86,66,53,64
E01000631,Brent 019C,50,64,68,68,61
E01000632,Brent 029E,38,54,51,48,54
E01000633,Brent 019D,68,67,67,81,84
E01000634,Brent 019E,42,61,70,51,48
E01000635,Brent 020D,120,149,158,190,136
E01000636,Brent 020E,54,55,73,57,41
E01000637,Brent 022B,21,30,35,39,41
E01000638,Brent 024A,56,53,71,50,35
E01000639,Brent 022C,27,19,32,18,19
E01000640,Brent 024B,62,84,76,67,74
E01000641,Brent 024C,25,49,44,45,32
E01000642,Brent 022D,90,87,105,101,78
E01000643,Brent 024D,68,74,74,106,62
E01000644,Brent 022E,39,55,45,60,49
E01000645,Bromley 007A,15,7,13,10,15
E01000646,Bromley 016A,12,10,19,23,20
E01000647,Bromley 016B,17,18,12,9,11
E01000648,Bromley 016C,23,33,11,26,15
E01000649,Bromley 007B,10,16,16,12,20
E01000650,Bromley 022A,22,6,16,6,8
E01000651,Bromley 020A,8,10,5,14,13
E01000652,Bromley 022B,17,19,17,19,12
E01000653,Bromley 016D,16,4,17,6,9
E01000654,Bromley 039A,9,11,6,0,6
E01000655,Bromley 039B,8,8,6,5,7
E01000656,Bromley 039C,15,14,14,11,7
E01000657,Bromley 039D,27,28,30,21,14
E01000658,Bromley 038A,12,14,6,6,5
E01000659,Bromley 039E,18,14,8,12,10
E01000660,Bromley 038B,24,26,28,14,24
E01000661,Bromley 026A,70,50,42,43,62
E01000662,Bromley 026B,26,31,14,17,19
E01000663,Bromley 026C,23,21,17,24,19
E01000664,Bromley 026D,26,29,22,24,19
E01000665,Bromley 033A,25,21,23,20,13
E01000666,Bromley 033B,8,20,22,15,19
E01000667,Bromley 033C,9,9,7,10,4
E01000668,Bromley 020B,39,38,28,40,17
E01000669,Bromley 020C,32,20,15,12,18
E01000670,Bromley 018A,31,33,19,21,23
E01000671,Bromley 020D,19,32,24,37,19
E01000672,Bromley 011A,16,21,15,11,11
E01000673,Bromley 011B,15,17,28,19,7
E01000674,Bromley 008A,14,28,21,17,19
E01000675,Bromley 018B,260,249,230,164,167
E01000676,Bromley 008B,262,213,199,187,162
E01000677,Bromley 018C,98,59,61,44,39
E01000678,Bromley 016E,33,15,14,16,16
E01000679,Bromley 020E,20,10,15,12,24
E01000680,Bromley 037A,8,19,7,5,6
E01000681,Bromley 035A,8,10,7,3,7
E01000682,Bromley 035B,5,8,7,7,14
E01000683,Bromley 035C,14,14,13,6,9
E01000684,Bromley 035D,6,6,14,12,5
E01000685,Bromley 037B,19,15,9,10,18
E01000686,Bromley 037C,16,15,11,7,7
E01000687,Bromley 037D,12,14,16,10,16
E01000688,Bromley 037E,5,2,3,4,3
E01000689,Bromley 002A,38,44,44,53,48
E01000690,Bromley 002B,7,11,21,8,7
E01000691,Bromley 002C,24,22,26,17,9
E01000692,Bromley 002D,47,49,54,37,30
E01000693,Bromley 010A,25,43,31,43,13
E01000694,Bromley 007C,5,11,8,9,8
E01000695,Bromley 007D,15,9,8,8,5
E01000696,Bromley 007E,15,21,28,24,14
E01000697,Bromley 007F,17,8,7,11,15
E01000698,Bromley 010B,10,7,7,6,5
E01000699,Bromley 015A,40,36,29,37,19
E01000700,Bromley 013A,15,14,14,15,15
E01000701,Bromley 015B,10,13,14,7,9
E01000702,Bromley 013B,18,11,9,7,9
E01000703,Bromley 013C,15,13,10,15,15
E01000704,Bromley 015C,22,20,13,12,16
E01000705,Bromley 015D,25,26,25,17,19
E01000706,Bromley 013D,15,17,14,14,15
E01000707,Bromley 017A,4,10,6,5,8
E01000708,Bromley 017B,27,13,17,23,11
E01000709,Bromley 006A,12,11,14,11,7
E01000710,Bromley 006B,18,22,16,15,19
E01000711,Bromley 006C,22,17,4,15,17
E01000712,Bromley 012A,13,15,18,20,8
E01000713,Bromley 012B,8,8,8,14,9
E01000714,Bromley 006D,121,97,101,115,95
E01000715,Bromley 012C,9,10,13,8,12
E01000716,Bromley 011C,6,12,4,13,9
E01000717,Bromley 011D,18,12,15,9,11
E01000718,Bromley 006E,51,40,34,27,27
E01000719,Bromley 019A,48,43,50,63,41
E01000720,Bromley 019B,59,103,70,55,48
E01000721,Bromley 019C,28,40,46,48,34
E01000722,Bromley 023A,33,46,27,54,36
E01000723,Bromley 029A,4,4,8,9,5
E01000724,Bromley 019D,47,36,37,25,34
E01000725,Bromley 023B,45,29,23,41,44
E01000726,Bromley 029B,13,15,2,6,4
E01000727,Bromley 028A,32,39,36,32,46
E01000728,Bromley 019E,30,26,53,27,26
E01000729,Bromley 014A,66,100,86,62,79
E01000730,Bromley 014B,56,51,52,47,33
E01000731,Bromley 023C,21,27,32,28,26
E01000732,Bromley 023D,23,15,11,8,6
E01000733,Bromley 023E,30,25,31,21,14
E01000734,Bromley 028B,11,21,13,11,6
E01000735,Bromley 014C,35,47,34,36,39
E01000736,Bromley 010C,21,14,20,28,19
E01000737,Bromley 010D,15,23,24,20,20
E01000738,Bromley 014D,29,44,38,32,15
E01000739,Bromley 014E,54,60,35,48,41
E01000740,Bromley 005A,74,71,73,54,47
E01000741,Bromley 005B,41,22,32,46,20
E01000742,Bromley 005C,38,58,36,35,27
E01000743,Bromley 009A,76,77,72,49,56
E01000744,Bromley 009B,44,49,46,27,29
E01000745,Bromley 005D,34,50,34,31,24
E01000746,Bromley 005E,45,44,59,50,38
E01000747,Bromley 038C,25,23,19,31,21
E01000748,Bromley 038D,24,18,11,14,13
E01000749,Bromley 036A,9,10,5,10,9
E01000750,Bromley 036B,37,30,23,15,17
E01000751,Bromley 036C,40,52,36,44,60
E01000752,Bromley 036D,19,18,18,13,16
E01000753,Bromley 031A,3,7,1,1,4
E01000754,Bromley 031B,19,23,13,18,19
E01000755,Bromley 031C,6,8,6,8,1
E01000756,Bromley 033D,26,25,29,10,17
E01000757,Bromley 031D,6,5,4,0,3
E01000758,Bromley 031E,11,7,6,9,5
E01000759,Bromley 034A,8,3,4,16,6
E01000760,Bromley 034B,16,22,8,16,14
E01000761,Bromley 034C,6,5,12,2,4
E01000762,Bromley 018D,7,14,11,8,2
E01000763,Bromley 027A,1,10,8,7,7
E01000764,Bromley 027B,8,17,14,9,10
E01000765,Bromley 034D,32,26,27,36,19
E01000766,Bromley 027C,10,8,7,8,9
E01000767,Bromley 027D,8,12,12,5,4
E01000768,Bromley 034E,12,13,6,2,5
E01000769,Bromley 024A,70,72,120,153,127
E01000770,Bromley 012D,22,23,19,8,13
E01000771,Bromley 017C,12,5,12,11,11
E01000772,Bromley 012E,14,11,4,6,3
E01000773,Bromley 024B,6,7,4,15,4
E01000774,Bromley 017D,21,19,23,16,4
E01000775,Bromley 024C,33,23,28,25,24
E01000776,Bromley 017E,50,65,44,53,40
E01000777,Bromley 024D,10,15,7,15,14
E01000778,Bromley 024E,27,9,19,19,18
E01000779,Bromley 001A,37,20,20,32,19
E01000780,Bromley 001B,40,40,28,35,23
E01000781,Bromley 001C,47,36,41,33,37
E01000782,Bromley 001D,77,60,64,45,35
E01000783,Bromley 001E,34,34,43,28,36
E01000784,Bromley 002E,17,15,13,11,6
E01000785,Bromley 001F,41,30,44,32,23
E01000786,Bromley 032A,34,29,23,31,21
E01000787,Bromley 029C,23,12,24,19,7
E01000788,Bromley 029D,37,51,31,20,27
E01000789,Bromley 032B,41,69,46,31,45
E01000790,Bromley 028C,107,93,77,84,72
E01000791,Bromley 029E,17,13,11,10,13
E01000792,Bromley 032C,52,47,31,24,15
E01000793,Bromley 032D,4,4,5,5,4
E01000794,Bromley 035E,5,8,8,9,5
E01000795,Bromley 032E,10,22,12,17,8
E01000796,Bromley 009C,61,67,53,38,42
E01000797,Bromley 013E,49,59,29,23,20
E01000798,Bromley 009D,71,78,55,59,48
E01000799,Bromley 004A,100,105,101,95,89
E01000800,Bromley 009E,51,65,46,48,22
E01000801,Bromley 015E,27,28,18,24,26
E01000802,Bromley 004B,32,21,22,32,21
E01000803,Bromley 004C,13,20,17,19,20
E01000804,Bromley 004D,17,9,12,20,26
E01000805,Bromley 004E,25,23,25,27,31
E01000806,Bromley 009F,81,46,72,47,53
E01000807,Bromley 022C,20,33,28,21,27
E01000808,Bromley 025A,12,6,6,7,5
E01000809,Bromley 022D,4,2,4,5,6
E01000810,Bromley 025B,1,4,1,4,3
E01000811,Bromley 025C,8,4,4,7,2
E01000812,Bromley 028D,21,17,18,12,7
E01000813,Bromley 025D,10,18,5,17,15
E01000814,Bromley 028E,2,3,5,1,3
E01000815,Bromley 025E,9,6,2,1,4
E01000816,Bromley 003A,15,17,15,17,14
E01000817,Bromley 003B,45,42,34,39,23
E01000818,Bromley 003C,10,15,8,7,8
E01000819,Bromley 003D,47,53,52,59,38
E01000820,Bromley 008C,38,64,26,17,31
E01000821,Bromley 003E,11,10,12,12,5
E01000822,Bromley 008D,12,23,12,12,17
E01000823,Bromley 008E,20,25,14,13,12
E01000824,Bromley 008F,13,18,28,19,17
E01000825,Bromley 008G,20,26,32,24,25
E01000826,Bromley 021A,5,3,3,2,4
E01000827,Bromley 021B,15,18,16,10,14
E01000828,Bromley 011E,23,12,11,3,13
E01000829,Bromley 018E,18,7,11,11,6
E01000830,Bromley 021C,7,8,10,2,2
E01000831,Bromley 021D,3,9,2,3,13
E01000832,Bromley 030A,7,7,4,11,4
E01000833,Bromley 021E,5,4,5,3,5
E01000834,Bromley 027E,12,9,7,9,3
E01000835,Bromley 030B,35,43,20,27,17
E01000836,Bromley 030C,8,8,9,6,6
E01000837,Bromley 030D,17,13,16,6,21
E01000838,Bromley 030E,11,12,10,6,4
E01000839,Bromley 030F,6,7,4,7,4
E01000840,Bromley 030G,6,13,10,10,17
E01000841,Bromley 030H,21,11,6,9,4
E01000842,Camden 011A,5,5,9,4,9
E01000843,Camden 014A,24,9,29,32,20
E01000844,Camden 011B,8,11,8,6,13
E01000845,Camden 014B,14,12,22,24,13
E01000846,Camden 014C,21,17,14,15,19
E01000847,Camden 014D,21,18,19,19,14
E01000848,Camden 011C,26,3,16,12,10
E01000849,Camden 011D,19,11,16,14,5
E01000850,Camden 026A,108,84,96,102,68
E01000851,Camden 026B,43,46,49,56,50
E01000852,Camden 026C,49,52,68,56,46
E01000853,Camden 025A,37,29,50,38,27
E01000854,Camden 026D,119,162,165,145,140
E01000855,Camden 028A,98,77,90,92,71
E01000856,Camden 019A,146,85,101,97,89
E01000857,Camden 018A,19,16,14,16,10
E01000858,Camden 018B,85,125,160,167,145
E01000859,Camden 018C,13,14,12,12,15
E01000860,Camden 018D,12,9,14,12,5
E01000861,Camden 019B,137,130,91,90,81
E01000862,Camden 018E,52,28,37,49,41
E01000863,Camden 021A,621,445,412,411,341
E01000864,Camden 015A,28,39,36,19,36
E01000865,Camden 015B,43,45,58,37,36
E01000866,Camden 009A,66,53,53,51,32
E01000867,Camden 015C,46,40,41,42,33
E01000868,Camden 015D,29,32,25,16,23
E01000869,Camden 015E,52,41,39,21,25
E01000870,Camden 009B,47,36,33,40,37
E01000871,Camden 005A,33,18,26,21,31
E01000872,Camden 005B,29,31,34,39,46
E01000873,Camden 005C,9,11,7,13,7
E01000874,Camden 005D,15,4,9,6,7
E01000875,Camden 013A,25,18,25,25,22
E01000876,Camden 013B,23,29,28,26,26
E01000877,Camden 005E,10,9,12,14,11
E01000878,Camden 004A,7,9,17,17,9
E01000879,Camden 004B,11,7,5,7,15
E01000880,Camden 004C,4,1,6,3,12
E01000881,Camden 008A,7,11,6,19,10
E01000882,Camden 008B,9,11,9,9,8
E01000883,Camden 008C,17,20,19,17,7
E01000884,Camden 004D,9,5,6,4,9
E01000885,Camden 004E,6,8,7,10,5
E01000886,Camden 006A,16,25,23,15,14
E01000887,Camden 006B,28,27,24,29,30
E01000888,Camden 006C,7,17,11,18,17
E01000889,Camden 007A,25,38,35,39,20
E01000890,Camden 007B,36,42,45,39,42
E01000891,Camden 007C,48,54,35,42,44
E01000892,Camden 006D,26,20,29,22,27
E01000893,Camden 002A,10,10,6,10,8
E01000894,Camden 002B,3,15,7,4,9
E01000895,Camden 002C,23,25,26,19,37
E01000896,Camden 002D,6,24,13,13,19
E01000897,Camden 008D,7,4,14,5,8
E01000898,Camden 008E,81,86,109,82,60
E01000899,Camden 002E,13,17,19,13,8
E01000900,Camden 012A,22,39,38,35,36
E01000901,Camden 007D,44,44,36,58,35
E01000902,Camden 012B,30,43,37,30,28
E01000903,Camden 006E,19,31,22,16,14
E01000904,Camden 012C,117,118,93,87,85
E01000905,Camden 012D,55,56,69,43,52
E01000906,Camden 012E,33,19,27,22,24
E01000907,Camden 001A,12,17,30,31,17
E01000908,Camden 001B,19,20,18,21,25
E01000909,Camden 001C,19,23,17,8,8
E01000910,Camden 003A,13,18,10,16,23
E01000911,Camden 003B,22,16,18,14,14
E01000912,Camden 001D,57,63,48,44,35
E01000913,Camden 001E,29,32,41,42,44
E01000914,Camden 028B,135,146,144,132,142
E01000915,Camden 027A,41,49,50,40,52
E01000916,Camden 027B,64,40,66,44,40
E01000917,Camden 027C,60,39,47,64,65
E01000918,Camden 028C,174,150,179,158,121
E01000919,Camden 028D,203,169,205,160,138
E01000920,Camden 027D,37,43,40,51,43
E01000921,Camden 003C,63,55,55,60,56
E01000922,Camden 007E,71,83,54,72,78
E01000923,Camden 003D,22,26,33,26,21
E01000924,Camden 009C,14,23,34,34,21
E01000925,Camden 009D,39,43,35,42,18
E01000926,Camden 009E,25,32,29,13,23
E01000927,Camden 007F,77,66,59,56,42
E01000928,Camden 003E,52,62,85,61,67
E01000929,Camden 020A,22,29,32,22,27
E01000930,Camden 020B,78,81,106,98,87
E01000931,Camden 013C,94,74,115,104,84
E01000932,Camden 013D,12,18,19,17,7
E01000933,Camden 020C,37,39,64,26,27
E01000934,Camden 020D,17,27,40,38,19
E01000935,Camden 020E,18,30,23,29,24
E01000936,Camden 024A,27,29,27,23,25
E01000937,Camden 025B,15,20,20,24,24
E01000938,Camden 024B,86,70,63,73,94
E01000939,Camden 024C,37,57,73,66,67
E01000940,Camden 024D,24,9,22,25,23
E01000941,Camden 025C,37,40,28,33,28
E01000942,Camden 025D,31,41,31,33,45
E01000943,Camden 025E,18,18,25,21,25
E01000944,Camden 023A,30,23,26,16,26
E01000945,Camden 023B,85,55,63,64,61
E01000946,Camden 021B,50,48,46,36,21
E01000947,Camden 021C,192,190,198,162,152
E01000948,Camden 021D,33,40,33,40,38
E01000949,Camden 023C,9,14,19,18,16
E01000950,Camden 023D,23,25,19,32,22
E01000951,Camden 023E,24,16,18,26,24
E01000952,Camden 022A,51,44,30,39,26
E01000953,Camden 022B,58,51,53,56,34
E01000954,Camden 022C,43,42,35,29,23
E01000955,Camden 022D,33,24,37,29,25
E01000956,Camden 022E,70,61,97,83,51
E01000957,Camden 019C,21,27,31,25,28
E01000958,Camden 019D,99,53,73,73,69
E01000959,Camden 019E,47,56,42,28,36
E01000960,Camden 017A,35,18,26,23,29
E01000961,Camden 017B,12,42,30,45,38
E01000962,Camden 016A,13,6,13,9,11
E01000963,Camden 017C,39,62,38,36,33
E01000964,Camden 016B,14,6,15,13,15
E01000965,Camden 016C,19,13,7,18,10
E01000966,Camden 016D,4,5,5,10,6
E01000967,Camden 017D,7,14,4,5,1
E01000968,Camden 016E,14,10,12,12,16
E01000969,Camden 010A,24,23,22,23,22
E01000970,Camden 010B,12,8,24,12,21
E01000971,Camden 010C,5,7,3,3,4
E01000972,Camden 010D,80,62,86,71,65
E01000973,Camden 010E,60,42,42,42,41
E01000974,Camden 013E,41,36,43,33,35
E01000975,Croydon 022A,21,32,40,32,31
E01000976,Croydon 022B,24,46,29,36,52
E01000977,Croydon 022C,35,40,30,20,30
E01000978,Croydon 022D,6,8,16,24,17
E01000979,Croydon 022E,17,18,14,16,18
E01000980,Croydon 017A,16,15,11,26,18
E01000981,Croydon 017B,10,21,25,23,19
E01000982,Croydon 017C,21,26,18,21,29
E01000983,Croydon 017D,8,14,19,15,15
E01000984,Croydon 022F,26,36,27,27,25
E01000985,Croydon 021A,19,24,12,6,7
E01000986,Croydon 021B,26,29,24,18,11
E01000987,Croydon 021C,10,10,6,11,7
E01000988,Croydon 012A,41,33,39,31,44
E01000989,Croydon 018A,16,10,9,14,18
E01000990,Croydon 012B,31,32,26,25,21
E01000991,Croydon 018B,5,10,7,15,6
E01000992,Croydon 014A,37,44,40,44,38
E01000993,Croydon 021D,13,33,22,25,17
E01000994,Croydon 009A,20,15,12,15,27
E01000995,Croydon 009B,39,30,47,18,27
E01000996,Croydon 009C,12,16,1,12,16
E01000997,Croydon 009D,22,29,17,32,29
E01000998,Croydon 010A,30,25,44,41,19
E01000999,Croydon 009E,10,16,17,10,14
E01001000,Croydon 010B,36,49,38,39,34
E01001001,Croydon 013A,19,25,21,20,29
E01001002,Croydon 009F,20,15,19,19,14
E01001003,Croydon 010C,19,20,27,17,20
E01001004,Croydon 015A,33,50,22,29,23
E01001005,Croydon 019A,31,24,33,36,38
E01001006,Croydon 016A,36,40,25,38,47
E01001007,Croydon 016B,25,11,28,21,26
E01001008,Croydon 019B,47,31,34,27,26
E01001009,Croydon 019C,21,16,16,20,30
E01001010,Croydon 019D,55,54,69,76,64
E01001011,Croydon 019E,71,53,74,83,57
E01001012,Croydon 020A,38,52,43,41,43
E01001013,Croydon 020B,130,153,117,131,122
E01001014,Croydon 024A,206,173,164,174,146
E01001015,Croydon 041A,33,31,10,19,11
E01001016,Croydon 041B,20,13,8,14,19
E01001017,Croydon 043A,5,10,6,8,6
E01001018,Croydon 044A,11,12,8,9,13
E01001019,Croydon 044B,9,9,5,7,3
E01001020,Croydon 044C,18,9,14,16,17
E01001021,Croydon 044D,27,30,16,20,19
E01001022,Croydon 044E,11,9,6,9,16
E01001023,Croydon 041C,27,28,28,33,25
E01001024,Croydon 043B,8,11,12,9,11
E01001025,Croydon 043C,10,6,2,5,7
E01001026,Croydon 043D,18,8,16,6,14
E01001027,Croydon 043E,8,13,10,10,7
E01001028,Croydon 038A,12,5,14,2,14
E01001029,Croydon 038B,21,16,13,23,24
E01001030,Croydon 038C,6,7,8,5,5
E01001031,Croydon 038D,10,10,9,4,1
E01001032,Croydon 035A,9,1,1,4,4
E01001033,Croydon 031A,21,20,17,23,33
E01001034,Croydon 031B,25,36,23,29,26
E01001035,Croydon 027A,26,16,18,20,21
E01001036,Croydon 029A,11,8,9,8,16
E01001037,Croydon 029B,40,53,30,42,25
E01001038,Croydon 029C,13,19,22,25,16
E01001039,Croydon 029D,7,5,4,2,8
E01001040,Croydon 029E,31,35,28,26,26
E01001041,Croydon 031C,35,20,32,33,31
E01001042,Croydon 024B,108,106,100,129,91
E01001043,Croydon 027B,475,533,497,474,420
E01001044,Croydon 023A,4,9,5,5,8
E01001045,Croydon 027C,171,179,135,184,145
E01001046,Croydon 023B,5,5,2,2,4
E01001047,Croydon 027D,30,38,34,34,31
E01001048,Croydon 020C,143,114,97,121,110
E01001049,Croydon 023C,11,13,6,14,4
E01001050,Croydon 023D,14,11,8,5,17
E01001051,Croydon 030A,30,41,33,41,55
E01001052,Croydon 030B,31,44,43,20,34
E01001053,Croydon 032A,28,26,26,19,16
E01001054,Croydon 030C,38,39,23,31,28
E01001055,Croydon 032B,29,19,32,28,30
E01001056,Croydon 030D,32,51,45,42,45
E01001057,Croydon 030E,55,53,59,37,38
E01001058,Croydon 034A,17,10,6,12,10
E01001059,Croydon 034B,19,15,15,5,14
E01001060,Croydon 034C,23,22,16,13,14
E01001061,Croydon 034D,35,24,27,28,17
E01001062,Croydon 026A,12,12,23,13,12
E01001063,Croydon 026B,23,16,17,15,13
E01001064,Croydon 026C,21,30,22,16,26
E01001065,Croydon 034E,30,20,20,16,33
E01001066,Croydon 034F,17,26,26,16,28
E01001067,Croydon 041D,2,6,6,4,6
E01001068,Croydon 042A,24,32,17,15,27
E01001069,Croydon 040A,8,5,11,3,5
E01001070,Croydon 040B,28,24,22,26,16
E01001071,Croydon 042B,15,20,9,24,17
E01001072,Croydon 042C,5,4,13,3,9
E01001073,Croydon 037A,10,12,6,17,12
E01001074,Croydon 041E,21,32,14,18,21
E01001075,Croydon 040C,18,24,22,18,12
E01001076,Croydon 036A,59,59,52,63,65
E01001077,Croydon 032C,14,7,7,18,11
E01001078,Croydon 032D,38,36,30,24,36
E01001079,Croydon 036B,40,34,25,36,36
E01001080,Croydon 036C,28,24,28,40,32
E01001081,Croydon 036D,36,23,33,18,33
E01001082,Croydon 032E,30,35,20,29,32
E01001083,Croydon 003A,15,9,10,6,6
E01001084,Croydon 002A,14,12,11,24,22
E01001085,Croydon 004A,26,28,28,27,34
E01001086,Croydon 003B,17,12,18,13,16
E01001087,Croydon 003C,53,48,30,38,43
E01001088,Croydon 004B,18,26,23,18,17
E01001089,Croydon 004C,46,38,31,19,25
E01001090,Croydon 004D,25,27,28,24,27
E01001091,Croydon 004E,18,19,12,13,11
E01001092,Croydon 037B,17,10,22,31,12
E01001093,Croydon 037C,26,21,19,17,22
E01001094,Croydon 038E,8,14,18,18,6
E01001095,Croydon 031D,16,19,25,23,20
E01001096,Croydon 037D,4,6,6,3,1
E01001097,Croydon 037E,85,72,72,96,72
E01001098,Croydon 037F,1,8,6,11,0
E01001099,Croydon 040D,24,12,18,21,19
E01001100,Croydon 031E,9,7,6,11,4
E01001101,Croydon 035B,0,2,1,4,3
E01001102,Croydon 035C,10,14,6,10,13
E01001103,Croydon 039A,14,9,15,15,6
E01001104,Croydon 042D,11,11,14,12,14
E01001105,Croydon 039B,10,25,13,13,22
E01001106,Croydon 039C,19,8,11,8,14
E01001107,Croydon 035D,6,17,5,12,3
E01001108,Croydon 035E,4,3,4,3,6
E01001109,Croydon 013B,30,51,60,40,46
E01001110,Croydon 020D,49,37,57,39,36
E01001111,Croydon 010D,49,42,43,30,36
E01001112,Croydon 013C,45,57,41,45,41
E01001113,Croydon 013D,33,40,42,27,33
E01001114,Croydon 013E,41,35,46,54,40
E01001115,Croydon 015B,42,35,37,42,54
E01001116,Croydon 013F,25,44,37,36,29
E01001117,Croydon 015C,71,55,51,71,79
E01001118,Croydon 020E,51,41,49,56,62
E01001119,Croydon 034G,7,6,6,10,6
E01001120,Croydon 033A,6,9,9,7,12
E01001121,Croydon 039D,8,8,4,5,9
E01001122,Croydon 033B,13,7,4,7,12
E01001123,Croydon 033C,5,6,6,4,6
E01001124,Croydon 033D,7,6,5,2,3
E01001125,Croydon 033E,25,21,20,25,13
E01001126,Croydon 034H,5,8,6,6,7
E01001127,Croydon 025A,12,8,18,8,10
E01001128,Croydon 025B,26,43,24,14,17
E01001129,Croydon 026D,7,3,3,3,6
E01001130,Croydon 025C,48,41,32,18,39
E01001131,Croydon 018C,3,12,11,10,8
E01001132,Croydon 018D,12,10,9,15,13
E01001133,Croydon 026E,10,6,11,13,5
E01001134,Croydon 018E,15,17,8,13,7
E01001135,Croydon 025D,34,22,29,22,13
E01001136,Croydon 007A,86,96,71,80,86
E01001137,Croydon 001A,37,38,27,29,41
E01001138,Croydon 001B,16,15,13,21,8
E01001139,Croydon 007B,23,24,19,21,20
E01001140,Croydon 007C,14,25,22,28,29
E01001141,Croydon 008A,19,25,17,29,29
E01001142,Croydon 007D,27,23,25,30,30
E01001143,Croydon 008B,31,23,46,36,36
E01001144,Croydon 007E,32,44,49,57,53
E01001145,Croydon 008C,66,68,66,84,63
E01001146,Croydon 006A,37,23,22,21,14
E01001147,Croydon 005A,36,51,33,27,36
E01001148,Croydon 005B,14,17,18,20,21
E01001149,Croydon 006B,13,30,17,24,19
E01001150,Croydon 006C,11,17,22,17,25
E01001151,Croydon 005C,52,38,34,42,29
E01001152,Croydon 005D,30,62,63,53,41
E01001153,Croydon 006D,21,33,25,20,34
E01001154,Croydon 006E,97,62,54,75,57
E01001155,Croydon 010E,73,67,100,80,99
E01001156,Croydon 001C,14,18,25,15,16
E01001157,Croydon 002B,27,27,19,26,18
