Codes,Names,theft_year_minus_3,theft_year_minus_2,theft_year_minus_1,theft_now,theft_2012
E01000155,Barnet 030D,21,38,47,37,35
E01000156,Barnet 022A,53,44,38,44,61
E01000157,Barnet 022B,23,19,23,28,23
E01000158,Barnet 015A,22,32,50,34,27
E01000159,Barnet 015B,25,20,34,35,25
E01000160,Barnet 015C,78,74,65,56,60
E01000161,Barnet 015D,28,57,40,34,33
E01000162,Barnet 015E,35,35,47,39,46
E01000163,Barnet 022C,35,30,25,31,50
E01000164,Barnet 022D,127,158,182,150,255
E01000165,Barnet 022E,26,35,16,27,26
E01000166,Barnet 003A,23,20,23,18,18
E01000167,Barnet 002A,31,26,16,19,17
E01000168,Barnet 003B,29,12,23,23,17
E01000169,Barnet 003C,47,26,22,20,19
E01000170,Barnet 006A,46,25,23,27,28
E01000171,Barnet 006B,98,87,86,82,91
E01000172,Barnet 003D,33,23,20,25,18
E01000173,Barnet 006C,30,24,17,24,22
E01000174,Barnet 006D,37,40,43,46,48
E01000175,Barnet 006E,26,27,18,35,19
E01000176,Barnet 027A,26,26,23,18,13
E01000177,Barnet 029A,43,32,33,40,67
E01000178,Barnet 027B,60,51,54,53,38
E01000179,Barnet 029B,47,34,24,43,32
E01000180,Barnet 029C,18,24,19,20,24
E01000181,Barnet 029D,73,74,57,71,55
E01000182,Barnet 029E,55,48,40,51,44
E01000183,Barnet 033A,23,28,35,21,20
E01000184,Barnet 027C,66,46,33,42,37
E01000185,Barnet 029F,32,19,16,35,21
E01000186,Barnet 014A,24,15,17,24,21
E01000187,Barnet 014B,16,9,16,24,13
E01000188,Barnet 014C,22,26,30,23,58
E01000189,Barnet 014D,41,26,36,40,36
E01000190,Barnet 014E,21,18,17,20,18
E01000191,Barnet 014F,19,24,14,17,21
E01000192,Barnet 018A,98,91,127,126,96
E01000193,Barnet 018B,235,229,262,217,231
E01000194,Barnet 018C,73,83,51,65,65
E01000195,Barnet 013A,28,37,56,77,45
E01000196,Barnet 028A,43,57,69,54,64
E01000197,Barnet 023A,36,39,46,34,36
E01000198,Barnet 025A,26,37,39,37,37
E01000199,Barnet 025B,26,29,34,30,31
E01000200,Barnet 028B,22,28,34,33,61
E01000201,Barnet 028C,29,43,39,44,65
E01000202,Barnet 028D,30,43,57,30,50
E01000203,Barnet 028E,27,38,52,41,53
E01000204,Barnet 025C,14,39,30,37,44
E01000205,Barnet 035A,48,47,44,72,61
E01000206,Barnet 033B,50,59,69,131,85
E01000207,Barnet 033C,40,52,61,70,56
E01000208,Barnet 033D,30,35,35,50,44
E01000209,Barnet 035B,38,49,40,58,41
E01000210,Barnet 033E,31,48,36,62,41
E01000211,Barnet 035C,141,160,152,136,131
E01000212,Barnet 035D,23,39,39,35,31
E01000213,Barnet 033F,16,25,54,56,40
E01000214,Barnet 038E,46,41,63,49,46
E01000215,Barnet 037B,43,41,43,36,40
E01000216,Barnet 035E,21,21,22,27,26
E01000217,Barnet 035F,22,26,18,24,42
E01000218,Barnet 037C,32,44,28,29,32
E01000219,Barnet 037D,38,20,28,41,29
E01000220,Barnet 037E,38,34,43,36,27
E01000221,Barnet 039B,229,222,260,203,261
E01000222,Barnet 040C,29,28,19,19,18
E01000223,Barnet 039C,126,110,126,112,111
E01000224,Barnet 040D,15,13,11,15,17
E01000225,Barnet 037F,31,28,27,27,44
E01000226,Barnet 018D,20,19,15,22,16
E01000227,Barnet 018E,20,28,16,23,33
E01000228,Barnet 007A,27,20,34,34,31
E01000229,Barnet 013B,23,12,28,22,19
E01000230,Barnet 013C,18,14,19,16,19
E01000231,Barnet 013D,32,39,32,45,58
E01000232,Barnet 013E,24,34,32,33,20
E01000233,Barnet 013F,36,37,33,28,37
E01000234,Barnet 021D,27,32,29,23,17
E01000235,Barnet 021E,44,31,20,31,26
E01000236,Barnet 034A,68,43,23,33,32
E01000237,Barnet 032A,88,77,66,70,66
E01000238,Barnet 034B,64,44,33,35,37
E01000239,Barnet 031A,37,62,64,59,70
E01000240,Barnet 031B,23,30,25,31,29
E01000241,Barnet 031C,40,30,31,39,21
E01000242,Barnet 032B,45,29,20,44,35
E01000243,Barnet 032C,128,96,134,66,73
E01000244,Barnet 032D,48,35,36,47,41
E01000245,Barnet 032E,123,97,73,92,68
E01000246,Barnet 002B,23,14,23,27,17
E01000247,Barnet 002C,32,27,14,42,29
E01000248,Barnet 001A,75,72,81,98,76
E01000249,Barnet 001B,38,17,19,34,16
E01000250,Barnet 001C,163,128,119,168,120
E01000251,Barnet 002D,54,30,34,44,50
E01000252,Barnet 002E,37,23,33,48,46
E01000253,Barnet 007B,39,33,33,38,52
E01000254,Barnet 001D,42,17,19,42,21
E01000255,Barnet 017A,20,29,34,35,34
E01000256,Barnet 016A,28,27,22,31,24
E01000257,Barnet 017B,57,46,54,74,109
E01000258,Barnet 016B,58,87,63,73,92
E01000259,Barnet 025D,42,54,59,86,81
E01000260,Barnet 025E,58,88,85,113,124
E01000261,Barnet 017C,29,34,39,41,23
E01000262,Barnet 017D,21,30,21,39,27
E01000263,Barnet 016C,30,14,21,22,24
E01000264,Barnet 016D,85,79,130,93,87
E01000265,Barnet 011A,35,15,22,23,15
E01000266,Barnet 011B,22,16,23,22,23
E01000267,Barnet 005A,36,15,17,19,20
E01000268,Barnet 005B,58,41,52,65,66
E01000269,Barnet 005C,30,13,20,24,16
E01000270,Barnet 005D,36,18,14,21,18
E01000271,Barnet 008A,30,26,25,30,38
E01000272,Barnet 008B,19,12,15,17,16
E01000273,Barnet 008C,32,26,28,26,46
E01000274,Barnet 011C,33,22,22,42,44
E01000275,Barnet 012A,17,19,18,20,21
E01000276,Barnet 020A,11,11,12,10,19
E01000277,Barnet 012B,22,17,18,17,14
E01000278,Barnet 020B,5,11,10,17,16
E01000279,Barnet 007C,28,17,21,29,18
E01000280,Barnet 007D,17,13,16,11,9
E01000281,Barnet 008D,74,68,101,97,97
E01000282,Barnet 008E,12,21,24,16,22
E01000283,Barnet 012C,7,8,13,18,20
E01000284,Barnet 012D,19,31,41,22,25
E01000285,Barnet 004A,35,14,14,9,14
E01000286,Barnet 007E,28,26,14,16,16
E01000287,Barnet 004B,30,35,41,22,23
E01000288,Barnet 004C,43,18,9,31,15
E01000289,Barnet 004D,37,41,26,40,27
E01000290,Barnet 007F,36,24,26,15,10
E01000291,Barnet 004E,29,16,29,33,22
E01000292,Barnet 001E,50,38,54,64,60
E01000293,Barnet 001F,26,30,29,42,21
E01000294,Barnet 004F,52,55,73,53,33
E01000295,Barnet 023B,27,20,23,27,19
E01000296,Barnet 023C,92,100,69,77,57
E01000297,Barnet 027D,21,22,30,24,10
E01000298,Barnet 023D,52,55,65,69,75
E01000299,Barnet 019A,88,94,94,113,95
E01000300,Barnet 019B,22,15,18,25,13
E01000301,Barnet 020C,10,10,16,31,24
E01000302,Barnet 019C,49,52,46,44,60
E01000303,Barnet 020D,7,15,16,21,23
E01000304,Barnet 020E,17,22,13,24,15
E01000305,Barnet 036B,52,43,53,47,43
E01000306,Barnet 036C,51,32,29,38,19
E01000307,Barnet 039D,728,701,560,460,449
E01000308,Barnet 036D,23,22,31,22,30
E01000309,Barnet 031D,20,17,23,22,17
E01000310,Barnet 034C,134,107,84,87,68
E01000311,Barnet 034D,40,33,28,35,34
E01000312,Barnet 036E,31,41,39,28,16
E01000313,Barnet 036F,52,38,56,39,32
E01000314,Barnet 032F,144,96,73,70,96
E01000315,Barnet 022F,46,46,26,49,27
E01000316,Barnet 027E,112,145,192,171,191
E01000317,Barnet 019D,22,38,30,31,27
E01000318,Barnet 019E,44,28,28,37,33
E01000319,Barnet 027F,26,26,33,43,26
E01000320,Barnet 011D,27,35,22,20,28
E01000321,Barnet 012E,52,60,59,47,40
E01000322,Barnet 011E,44,56,63,67,35
E01000323,Barnet 019F,117,137,138,120,142
E01000324,Barnet 015F,32,40,27,39,28
E01000325,Bexley 014A,29,20,11,15,12
E01000326,Bexley 014B,15,12,16,21,13
E01000327,Bexley 017A,18,15,11,4,10
E01000328,Bexley 017B,17,11,15,21,11
E01000329,Bexley 017C,29,40,32,18,32
E01000330,Bexley 017D,19,19,12,14,22
E01000331,Bexley 017E,29,29,19,26,24
E01000332,Bexley 005A,38,26,18,28,10
E01000333,Bexley 003A,62,45,57,46,38
E01000334,Bexley 006A,10,21,9,9,9
E01000335,Bexley 003B,101,81,85,69,54
E01000336,Bexley 003C,77,71,31,43,39
E01000337,Bexley 003D,28,31,27,23,16
E01000338,Bexley 003E,56,48,35,33,15
E01000339,Bexley 025A,24,17,12,18,13
E01000340,Bexley 018A,16,19,22,14,10
E01000341,Bexley 022A,13,12,13,10,12
E01000342,Bexley 022B,9,14,16,6,13
E01000343,Bexley 022C,16,20,20,17,20
E01000344,Bexley 025B,29,27,16,24,22
E01000345,Bexley 022D,8,11,5,4,15
E01000346,Bexley 021A,15,16,13,16,13
E01000347,Bexley 021B,16,25,20,12,21
E01000348,Bexley 020A,15,7,11,6,10
E01000349,Bexley 020B,11,11,17,14,7
E01000350,Bexley 021C,18,25,22,15,17
E01000351,Bexley 024A,15,13,24,14,20
E01000352,Bexley 021D,49,56,49,60,54
E01000353,Bexley 011A,8,14,7,7,9
E01000354,Bexley 011B,15,12,10,8,7
E01000355,Bexley 011C,18,20,13,7,12
E01000356,Bexley 009A,49,64,44,29,41
E01000357,Bexley 009B,5,5,13,4,5
E01000358,Bexley 011D,44,37,26,27,22
E01000359,Bexley 009C,12,18,21,21,20
E01000360,Bexley 015A,311,255,277,184,225
E01000361,Bexley 020C,16,9,15,20,4
E01000362,Bexley 015B,306,306,245,239,238
E01000363,Bexley 020D,16,12,13,14,9
E01000364,Bexley 023A,21,9,12,13,18
E01000365,Bexley 015C,66,52,50,32,35
E01000366,Bexley 015D,16,23,9,23,16
E01000367,Bexley 010A,29,30,19,18,20
E01000368,Bexley 010B,33,28,18,21,17
E01000369,Bexley 014C,25,30,13,15,13
E01000370,Bexley 014D,17,14,28,10,23
E01000371,Bexley 014E,18,13,13,16,15
E01000372,Bexley 010C,26,39,21,14,19
E01000373,Bexley 008A,26,40,42,21,29
E01000374,Bexley 019A,39,30,33,22,21
E01000375,Bexley 019B,43,33,29,27,46
E01000376,Bexley 019C,19,19,18,23,32
E01000377,Bexley 019D,25,21,17,11,8
E01000378,Bexley 019E,148,101,139,135,132
E01000379,Bexley 019F,16,8,8,12,11
E01000380,Bexley 010D,23,17,16,34,36
E01000381,Bexley 028A,26,22,20,21,12
E01000382,Bexley 027A,23,19,18,7,15
E01000383,Bexley 028B,26,18,16,18,23
E01000384,Bexley 027B,19,17,20,14,17
E01000385,Bexley 028C,82,42,34,47,43
E01000386,Bexley 028D,103,76,82,66,73
E01000387,Bexley 027C,15,10,17,7,6
E01000388,Bexley 016A,20,10,11,17,16
E01000389,Bexley 020E,34,25,28,23,26
E01000390,Bexley 020F,18,13,18,19,16
E01000391,Bexley 021E,17,16,20,12,11
E01000392,Bexley 016B,98,49,77,111,82
E01000393,Bexley 020G,32,44,21,31,23
E01000394,Bexley 015E,25,37,16,13,24
E01000395,Bexley 018B,19,11,14,9,23
E01000396,Bexley 018C,19,31,22,16,14
E01000397,Bexley 012A,25,22,24,16,20
E01000398,Bexley 012B,14,14,10,7,19
E01000399,Bexley 012C,33,16,20,46,20
E01000400,Bexley 012D,21,14,16,10,16
E01000401,Bexley 013A,32,27,24,30,20
E01000402,Bexley 005B,19,26,20,19,20
E01000403,Bexley 004A,176,167,134,147,162
E01000404,Bexley 004B,68,70,49,36,34
E01000405,Bexley 004C,27,27,44,15,20
E01000406,Bexley 005C,23,33,25,19,11
E01000407,Bexley 005D,24,20,16,11,19
E01000408,Bexley 004D,69,72,62,37,34
E01000409,Bexley 016C,23,20,6,11,10
E01000410,Bexley 018D,18,26,37,28,19
E01000411,Bexley 016D,13,8,14,9,9
E01000412,Bexley 018E,16,28,16,20,13
E01000413,Bexley 018F,28,22,26,12,11
E01000414,Bexley 016E,91,84,67,40,84
E01000415,Bexley 016F,10,12,7,6,6
E01000416,Bexley 002A,58,47,63,102,171
E01000417,Bexley 006B,34,32,24,47,45
E01000418,Bexley 002B,44,36,27,27,23
E01000419,Bexley 006C,11,14,16,15,8
E01000420,Bexley 006D,11,12,20,9,9
E01000421,Bexley 009D,9,10,16,13,4
E01000422,Bexley 002C,55,43,28,27,37
E01000423,Bexley 025C,14,10,15,10,14
E01000424,Bexley 026A,29,23,31,22,52
E01000425,Bexley 025D,17,15,20,9,20
E01000426,Bexley 026B,24,28,17,19,18
E01000427,Bexley 026C,23,26,23,23,26
E01000428,Bexley 027D,101,98,114,69,62
E01000429,Bexley 008B,60,51,93,59,33
E01000430,Bexley 008C,50,46,27,30,45
E01000431,Bexley 008D,35,42,37,21,25
E01000432,Bexley 008E,46,57,45,30,35
E01000433,Bexley 008F,50,50,56,74,56
E01000434,Bexley 008G,27,23,20,19,30
E01000435,Bexley 010E,30,26,19,24,46
E01000436,Bexley 011E,11,15,14,16,5
E01000437,Bexley 007A,10,8,15,20,9
E01000438,Bexley 007B,29,25,23,14,14
E01000439,Bexley 007C,70,71,50,34,46
E01000440,Bexley 007D,6,9,9,8,4
E01000441,Bexley 007E,45,34,27,31,31
E01000442,Bexley 006E,26,16,18,18,9
E01000443,Bexley 024B,13,10,13,4,9
E01000444,Bexley 023B,24,18,13,14,15
E01000445,Bexley 024C,21,25,20,17,15
E01000446,Bexley 024D,14,12,24,10,9
E01000447,Bexley 023C,62,69,65,83,58
E01000448,Bexley 023D,6,7,19,10,8
E01000449,Bexley 023E,9,8,11,8,26
E01000450,Bexley 009E,19,18,23,16,10
E01000451,Bexley 009F,8,18,10,15,8
E01000452,Bexley 009G,6,17,25,5,11
E01000453,Bexley 013B,15,17,23,20,8
E01000454,Bexley 013C,20,17,9,16,10
E01000455,Bexley 013D,29,10,26,17,16
E01000456,Bexley 013E,15,8,17,2,5
E01000457,Bexley 026D,137,130,130,88,96
E01000458,Bexley 027E,8,12,15,9,8
E01000459,Bexley 027F,36,38,36,29,23
E01000460,Bexley 022E,9,13,22,10,7
E01000461,Bexley 024E,14,11,16,6,14
E01000462,Bexley 026E,72,74,44,62,58
E01000463,Bexley 025E,19,10,5,8,6
E01000464,Bexley 002D,44,38,27,26,33
E01000465,Bexley 002E,28,36,26,18,32
E01000466,Bexley 001A,65,73,53,31,47
E01000467,Bexley 001B,43,16,32,36,25
E01000468,Bexley 001C,44,37,42,33,45
E01000469,Bexley 001D,23,21,24,41,17
E01000470,Bexley 002F,55,36,43,29,36
E01000471,Brent 026A,7,6,28,10,12
E01000472,Brent 029A,59,79,74,118,92
E01000473,Brent 029B,53,65,47,76,56
E01000474,Brent 026B,12,17,16,15,21
E01000475,Brent 029C,81,83,75,103,82
E01000476,Brent 026C,21,27,18,31,33
E01000477,Brent 026D,56,54,56,63,38
E01000478,Brent 029D,17,24,28,36,25
E01000479,Brent 009A,20,20,21,16,21
E01000480,Brent 006A,18,18,14,26,13
E01000481,Brent 009B,20,52,25,24,21
E01000482,Brent 009C,92,178,217,165,125
E01000483,Brent 009D,40,44,42,100,50
E01000484,Brent 006B,13,15,15,6,7
E01000485,Brent 006C,18,8,8,11,15
E01000486,Brent 006D,13,11,13,14,8
E01000487,Brent 006E,27,26,39,33,23
E01000488,Brent 022A,39,18,21,23,22
E01000489,Brent 030A,52,38,49,45,44
E01000490,Brent 023A,71,69,77,75,77
E01000491,Brent 030B,32,36,30,52,31
E01000492,Brent 030C,21,18,23,19,20
E01000493,Brent 030D,28,21,24,18,24
E01000494,Brent 023B,24,30,29,32,41
E01000495,Brent 023C,41,39,50,65,48
E01000496,Brent 010A,19,16,24,30,21
E01000497,Brent 011A,62,57,78,133,57
E01000498,Brent 010B,27,23,18,30,25
E01000499,Brent 011B,78,55,68,95,41
E01000500,Brent 010C,6,6,7,19,11
E01000501,Brent 011C,24,24,17,34,22
E01000502,Brent 011D,15,28,26,49,35
E01000503,Brent 011E,31,30,34,40,27
E01000504,Brent 018A,32,27,18,34,34
E01000505,Brent 018B,16,23,25,25,31
E01000506,Brent 014A,66,55,70,73,97
E01000507,Brent 018C,24,23,27,34,18
E01000508,Brent 025A,79,71,60,58,68
E01000509,Brent 014B,10,20,25,37,33
E01000510,Brent 014C,63,84,65,82,69
E01000511,Brent 014D,21,37,20,35,32
E01000512,Brent 018D,29,24,36,37,32
E01000513,Brent 002A,29,15,49,21,24
E01000514,Brent 002B,17,20,34,10,26
E01000515,Brent 003A,46,25,35,32,32
E01000516,Brent 002C,52,85,84,72,67
E01000517,Brent 003B,77,84,61,62,69
E01000518,Brent 005A,47,33,38,21,22
E01000519,Brent 005B,29,18,46,27,21
E01000520,Brent 002D,30,28,32,42,32
E01000521,Brent 025B,64,73,74,64,71
E01000522,Brent 025C,27,24,25,24,38
E01000523,Brent 031A,66,57,58,53,50
E01000524,Brent 031B,113,141,175,179,178
E01000525,Brent 031C,56,45,33,33,30
E01000526,Brent 025D,48,60,56,40,50
E01000527,Brent 025E,24,39,27,29,26
E01000528,Brent 025F,13,26,18,28,20
E01000529,Brent 031D,102,94,125,119,109
E01000530,Brent 033A,36,39,32,39,40
E01000531,Brent 033B,32,34,31,60,68
E01000532,Brent 033C,31,42,47,83,74
E01000533,Brent 031E,60,41,74,65,79
E01000534,Brent 033D,28,46,36,33,35
E01000535,Brent 031F,41,63,47,46,52
E01000536,Brent 004A,61,45,53,67,59
E01000537,Brent 003C,11,13,11,14,15
E01000538,Brent 004B,17,11,14,20,20
E01000539,Brent 004C,17,9,14,13,21
E01000540,Brent 004D,24,12,13,14,10
E01000541,Brent 004E,31,28,17,23,22
E01000542,Brent 003D,17,27,15,23,13
E01000543,Brent 003E,49,35,24,38,50
E01000544,Brent 034A,35,34,32,25,26
E01000545,Brent 028A,92,104,106,105,105
E01000546,Brent 028B,47,37,39,35,38
E01000547,Brent 028C,39,23,34,25,16
E01000548,Brent 028D,157,189,171,183,149
E01000549,Brent 028E,42,37,35,34,35
E01000550,Brent 034B,54,53,57,67,46
E01000551,Brent 034C,26,37,41,45,35
E01000552,Brent 034D,39,32,29,34,23
E01000553,Brent 015A,66,51,80,82,57
E01000554,Brent 015B,44,45,46,55,31
E01000555,Brent 015C,20,24,22,31,20
E01000556,Brent 015D,89,83,80,79,75
E01000557,Brent 015E,20,25,19,42,19
E01000558,Brent 015F,36,38,34,54,43
E01000559,Brent 018E,33,35,41,27,36
E01000560,Brent 023D,26,27,28,41,23
E01000561,Brent 023E,27,37,36,35,31
E01000562,Brent 008A,18,24,31,34,14
E01000563,Brent 008B,27,34,32,30,12
E01000564,Brent 013A,23,21,31,22,31
E01000565,Brent 013B,18,16,23,26,21
E01000566,Brent 008C,8,10,18,22,12
E01000567,Brent 016A,13,17,29,40,22
E01000568,Brent 008D,109,90,98,86,86
E01000569,Brent 008E,16,16,24,25,22
E01000570,Brent 012A,16,22,10,17,20
E01000571,Brent 012B,16,23,24,25,20
E01000572,Brent 007A,8,13,17,31,15
E01000573,Brent 007B,13,13,9,16,11
E01000574,Brent 007C,11,10,5,18,13
E01000575,Brent 007D,45,46,46,47,58
E01000576,Brent 012C,17,24,24,24,25
E01000577,Brent 007E,25,39,30,36,32
E01000578,Brent 012D,48,67,41,59,59
E01000579,Brent 032A,48,48,46,48,46
E01000580,Brent 032B,56,95,86,75,69
E01000581,Brent 030E,31,28,26,45,33
E01000582,Brent 032C,71,52,51,34,40
E01000583,Brent 032D,89,83,89,66,77
E01000584,Brent 033E,30,29,30,27,29
E01000585,Brent 033F,23,47,21,32,34
E01000586,Brent 032E,120,145,165,250,180
E01000587,Brent 001A,29,24,32,82,34
E01000588,Brent 002E,135,181,211,113,103
E01000589,Brent 001B,40,37,70,89,82
E01000590,Brent 001C,18,23,36,20,18
E01000591,Brent 003F,80,75,84,65,78
E01000592,Brent 001D,26,28,29,47,16
E01000593,Brent 001E,13,11,17,18,16
E01000594,Brent 001F,80,93,82,70,75
E01000595,Brent 027A,40,37,20,28,21
E01000596,Brent 021A,41,50,31,32,33
E01000597,Brent 027B,28,30,28,28,26
E01000598,Brent 027C,23,21,14,14,8
E01000599,Brent 027D,18,21,29,21,20
E01000600,Brent 027E,198,212,181,231,204
E01000601,Brent 021B,275,270,276,229,273
E01000602,Brent 021C,33,28,30,20,23
E01000603,Brent 021D,19,23,19,14,10
E01000604,Brent 021E,20,24,31,41,48
E01000605,Brent 021F,22,32,23,35,22
E01000606,Brent 016B,16,17,15,8,22
E01000607,Brent 013C,22,14,19,26,12
E01000608,Brent 013D,51,110,113,91,67
E01000609,Brent 016C,27,22,30,27,21
E01000610,Brent 019A,27,14,27,35,17
E01000611,Brent 016D,8,9,17,18,14
E01000612,Brent 019B,21,21,23,28,18
E01000613,Brent 013E,13,13,18,17,19
E01000614,Brent 017A,232,368,236,303,245
E01000615,Brent 017B,130,142,101,94,81
E01000616,Brent 020A,24,27,22,25,38
E01000617,Brent 017C,19,21,23,22,26
E01000618,Brent 017D,11,26,10,16,16
E01000619,Brent 017E,8,20,20,22,16
E01000620,Brent 020B,38,26,40,25,38
E01000621,Brent 020C,49,46,25,28,31
E01000622,Brent 010D,24,17,23,21,19
E01000623,Brent 005C,46,24,27,30,29
E01000624,Brent 005D,24,18,31,16,23
E01000625,Brent 009E,16,22,20,26,22
E01000626,Brent 010E,26,14,18,21,18
E01000627,Brent 014E,25,30,31,46,37
E01000628,Brent 014F,29,35,31,44,41
E01000629,Brent 005E,33,25,31,29,34
E01000630,Brent 026E,59,68,108,92,102
E01000631,Brent 019C,24,24,28,21,22
E01000632,Brent 029E,50,69,36,44,56
E01000633,Brent 019D,98,116,81,74,52
E01000634,Brent 019E,44,53,52,30,36
E01000635,Brent 020D,218,243,289,315,279
E01000636,Brent 020E,50,67,64,60,42
E01000637,Brent 022B,22,30,27,22,22
E01000638,Brent 024A,59,38,42,45,40
E01000639,Brent 022C,26,34,38,32,29
E01000640,Brent 024B,54,66,75,81,70
E01000641,Brent 024C,32,26,25,22,30
E01000642,Brent 022D,151,132,143,128,119
E01000643,Brent 024D,83,88,108,107,74
E01000644,Brent 022E,54,44,62,62,39
E01000645,Bromley 007A,29,21,10,24,28
E01000646,Bromley 016A,66,93,61,58,70
E01000647,Bromley 016B,14,18,18,20,23
E01000648,Bromley 016C,76,38,37,43,60
E01000649,Bromley 007B,22,18,18,22,31
E01000650,Bromley 022A,25,15,17,19,32
E01000651,Bromley 020A,26,16,11,8,13
E01000652,Bromley 022B,29,33,18,16,23
E01000653,Bromley 016D,24,18,5,26,22
E01000654,Bromley 039A,33,14,21,15,10
E01000655,Bromley 039B,25,26,22,7,18
E01000656,Bromley 039C,26,31,32,19,22
E01000657,Bromley 039D,36,48,52,29,94
E01000658,Bromley 038A,21,24,28,17,12
E01000659,Bromley 039E,17,27,17,12,18
E01000660,Bromley 038B,47,64,49,36,61
E01000661,Bromley 026A,38,37,41,39,51
E01000662,Bromley 026B,17,23,25,17,16
E01000663,Bromley 026C,18,12,16,10,6
E01000664,Bromley 026D,19,20,18,19,16
E01000665,Bromley 033A,47,26,36,44,28
E01000666,Bromley 033B,30,34,35,36,46
E01000667,Bromley 033C,15,20,15,13,30
E01000668,Bromley 020B,45,37,50,36,42
E01000669,Bromley 020C,25,20,25,12,22
E01000670,Bromley 018A,32,24,15,28,23
E01000671,Bromley 020D,30,36,34,30,15
E01000672,Bromley 011A,32,36,29,20,52
E01000673,Bromley 011B,29,41,30,25,41
E01000674,Bromley 008A,32,30,36,39,23
E01000675,Bromley 018B,391,300,295,257,280
E01000676,Bromley 008B,774,582,530,538,575
E01000677,Bromley 018C,245,205,193,208,167
E01000678,Bromley 016E,26,17,18,22,16
E01000679,Bromley 020E,30,30,17,24,18
E01000680,Bromley 037A,67,37,35,37,29
E01000681,Bromley 035A,6,8,6,5,13
E01000682,Bromley 035B,14,25,34,21,34
E01000683,Bromley 035C,15,14,18,1,12
E01000684,Bromley 035D,13,14,18,15,8
E01000685,Bromley 037B,29,29,34,35,28
E01000686,Bromley 037C,29,11,22,19,29
E01000687,Bromley 037D,46,29,44,32,28
E01000688,Bromley 037E,19,6,17,15,16
E01000689,Bromley 002A,31,27,56,52,42
E01000690,Bromley 002B,12,14,20,15,25
E01000691,Bromley 002C,28,17,38,24,22
E01000692,Bromley 002D,70,55,60,79,76
E01000693,Bromley 010A,108,81,102,108,138
E01000694,Bromley 007C,37,23,13,15,26
E01000695,Bromley 007D,37,22,21,19,25
E01000696,Bromley 007E,60,45,43,44,47
E01000697,Bromley 007F,32,21,20,32,29
E01000698,Bromley 010B,28,26,11,21,20
E01000699,Bromley 015A,42,42,39,38,39
E01000700,Bromley 013A,14,17,15,16,12
E01000701,Bromley 015B,9,20,11,11,14
E01000702,Bromley 013B,12,24,22,19,24
E01000703,Bromley 013C,51,34,24,34,24
E01000704,Bromley 015C,43,35,36,40,48
E01000705,Bromley 015D,32,20,26,21,27
E01000706,Bromley 013D,18,15,29,43,25
E01000707,Bromley 017A,25,21,23,24,18
E01000708,Bromley 017B,35,22,21,14,20
E01000709,Bromley 006A,56,63,37,53,38
E01000710,Bromley 006B,60,51,53,55,50
E01000711,Bromley 006C,72,61,55,51,46
E01000712,Bromley 012A,30,28,25,27,26
E01000713,Bromley 012B,28,19,19,23,22
E01000714,Bromley 006D,175,147,171,171,174
E01000715,Bromley 012C,17,20,13,25,22
E01000716,Bromley 011C,27,13,15,10,23
E01000717,Bromley 011D,27,34,29,21,25
E01000718,Bromley 006E,49,32,49,48,45
E01000719,Bromley 019A,144,120,106,160,116
E01000720,Bromley 019B,80,76,62,71,79
E01000721,Bromley 019C,59,55,35,47,38
E01000722,Bromley 023A,107,139,63,86,72
E01000723,Bromley 029A,23,26,12,12,13
E01000724,Bromley 019D,53,34,28,45,26
E01000725,Bromley 023B,85,73,23,43,32
E01000726,Bromley 029B,54,36,17,20,19
E01000727,Bromley 028A,99,88,32,38,48
E01000728,Bromley 019E,100,89,93,98,105
E01000729,Bromley 014A,100,90,57,59,50
E01000730,Bromley 014B,77,52,41,50,36
E01000731,Bromley 023C,40,24,15,23,23
E01000732,Bromley 023D,22,21,17,11,8
E01000733,Bromley 023E,44,29,19,28,16
E01000734,Bromley 028B,26,14,7,12,19
E01000735,Bromley 014C,45,50,36,38,22
E01000736,Bromley 010C,30,33,16,30,9
E01000737,Bromley 010D,44,28,24,38,23
E01000738,Bromley 014D,68,59,65,51,43
E01000739,Bromley 014E,42,40,30,26,23
E01000740,Bromley 005A,86,87,79,107,100
E01000741,Bromley 005B,35,33,30,40,30
E01000742,Bromley 005C,60,64,54,54,58
E01000743,Bromley 009A,42,44,42,46,53
E01000744,Bromley 009B,29,26,29,34,33
E01000745,Bromley 005D,67,59,64,54,55
E01000746,Bromley 005E,36,53,66,54,39
E01000747,Bromley 038C,38,23,26,30,30
E01000748,Bromley 038D,48,30,31,29,23
E01000749,Bromley 036A,61,41,51,55,31
E01000750,Bromley 036B,17,19,16,13,8
E01000751,Bromley 036C,77,27,43,33,46
E01000752,Bromley 036D,33,31,39,38,21
E01000753,Bromley 031A,8,12,18,12,15
E01000754,Bromley 031B,20,17,27,12,13
E01000755,Bromley 031C,10,7,10,7,14
E01000756,Bromley 033D,82,63,97,64,68
E01000757,Bromley 031D,8,6,20,13,6
E01000758,Bromley 031E,9,13,11,10,5
E01000759,Bromley 034A,22,21,13,21,17
E01000760,Bromley 034B,37,43,28,47,32
E01000761,Bromley 034C,27,21,19,12,14
E01000762,Bromley 018D,31,21,23,7,15
E01000763,Bromley 027A,19,26,29,21,27
E01000764,Bromley 027B,11,12,18,16,14
E01000765,Bromley 034D,70,53,56,53,67
E01000766,Bromley 027C,17,8,12,12,9
E01000767,Bromley 027D,7,12,22,19,22
E01000768,Bromley 034E,21,20,15,16,15
